molecule_id,isomeric_SMILES,stereochemistry,parent_id,generation_mode,generation_objective,generation_model,generation_seed,experimental_parent,predicted_potency,potency_uncertainty,applicability_domain,novelty,synthetic_feasibility,cochlear_delivery,systemic_ADME,systemic_toxicity,local_cochlear_safety,selectivity,selectivity_uncertainty,information_gain,portfolio_tier,confidence,risk_flags,selection_rationale,experimental_status,created_at
REV-TAF_DISRUPTING-26485,Cc1c(O)c2c3c(c(O)c(O)c2oc1=O)O[C@H](c1cc(O)cc(O)c1)CC3,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.22,0.4142,OUT_OF_DOMAIN,0.8358,FAVORABLE,SYSTEMIC IV,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.22,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-26475,C=CC=CC=CCC1(C)C=CC(CCC)=CC1,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.135,0.3417,OUT_OF_DOMAIN,0.8485,MODERATE,EXPERIMENTAL,MODERATE,MODERATE,LOW,UNKNOWN,HIGH,0.135,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-7687,O=C(NCl)NC1(Cl)C=C(Cl)C=C(Cl)C1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.185,0.3883,OUT_OF_DOMAIN,0.8966,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.185,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-11797,OCc1csc(C2=CCCCC2)n1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.225,0.4176,OUT_OF_DOMAIN,0.9074,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.225,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-DE_NOVO-959,CC(C)[C@@]1(CC(=O)c2ccc3c4nnc(-c5ccncc5)c3c2NC4)COC(C)(C)O1,UNDEFINED_OR_NA,,reinvent_de_novo,DIVERSE_NOVEL_CHEMOTYPE,REINVENT4,42,,0.18,0.3842,OUT_OF_DOMAIN,0.8506,MODERATE,EXPERIMENTAL,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.18,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_de_novo; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-27487,CSC1CCC(NC2CCCC2Br)C1,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.155,0.3619,OUT_OF_DOMAIN,0.9275,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.155,Tier3_exploratory,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-LOCAL_ANALOG-12838,[B]CC(CC(C)C(C)C)(C(=C)SCC(C)C(C)(C)OC)C(Br)CC(C)C,UNDEFINED_OR_NA,,reinvent_local_analog,ASCORBATE_SERIES_ANALOG,REINVENT4,42,,0.17,0.3756,OUT_OF_DOMAIN,0.9104,MODERATE,EXPERIMENTAL,LOW,HIGH,LOW,UNKNOWN,HIGH,0.17,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_local_analog; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-6711,[C-]#[N+]c1ccc2ccc([C@@]34CCCC[C@@H]3CN(CC3CC5CCC3O5)C4)cc2c1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.17,0.3756,OUT_OF_DOMAIN,0.8667,MODERATE,EXPERIMENTAL,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.17,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-11944,Fc1cc(C=C2CC[C@@H]3CCC[C@H]23)cc(Cl)c1Br,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.145,0.3521,OUT_OF_DOMAIN,0.9028,FAVORABLE,EXPERIMENTAL,MODERATE,MODERATE,LOW,UNKNOWN,HIGH,0.145,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-6940,C1=Cc2ccccc2OP1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.26,0.4386,OUT_OF_DOMAIN,0.8545,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.26,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
