molecule_id,solubility_logS_esol_proxy,solubility_class,caco_permeability_proxy,plasma_protein_binding_proxy,lipophilicity_logP,metabolic_stability_proxy,oral_absorption_proxy,evidence_level,note
REV-DE_NOVO-0,-4.469,MODERATE,HIGH,MODERATE,3.83,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19324,-1.028,HIGH,HIGH,LOW,0.15,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19325,-1.005,HIGH,MODERATE,LOW,-0.77,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19326,-3.06,HIGH,HIGH,MODERATE,2.73,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19327,0.577,HIGH,HIGH,LOW,-1.69,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19328,-5.978,MODERATE,HIGH,HIGH,5.37,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19329,-5.65,MODERATE,MODERATE,HIGH,4.59,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19330,-5.091,MODERATE,HIGH,HIGH,4.17,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19331,-4.714,MODERATE,HIGH,HIGH,4.14,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19332,-4.999,MODERATE,HIGH,HIGH,5.05,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19333,-2.49,HIGH,HIGH,LOW,1.59,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19334,-2.99,HIGH,MODERATE,LOW,1.87,LOW,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19335,-5.594,MODERATE,HIGH,HIGH,4.23,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19336,-2.116,HIGH,HIGH,LOW,1.69,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19337,-2.497,HIGH,HIGH,LOW,1.3,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19338,-7.54,LOW,MODERATE,HIGH,6.67,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19339,-2.994,HIGH,MODERATE,LOW,1.52,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19340,-5.181,MODERATE,HIGH,HIGH,4.73,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19341,-3.685,HIGH,MODERATE,MODERATE,3.2,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19342,-4.355,MODERATE,HIGH,MODERATE,3.51,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19343,-6.615,LOW,HIGH,HIGH,6.02,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19344,-6.195,LOW,MODERATE,HIGH,4.98,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19345,-3.139,HIGH,HIGH,LOW,2.12,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19346,-5.084,MODERATE,HIGH,HIGH,4.04,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19347,-2.323,HIGH,HIGH,LOW,1.86,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19348,-2.587,HIGH,HIGH,MODERATE,2.51,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19349,-0.258,HIGH,HIGH,LOW,-0.99,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19350,-4.735,MODERATE,HIGH,MODERATE,3.85,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19351,-2.931,HIGH,HIGH,LOW,2.08,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19352,-3.85,HIGH,LOW,LOW,2.33,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19353,-2.989,HIGH,HIGH,MODERATE,3.67,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19354,-3.27,HIGH,HIGH,LOW,2.43,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19355,-1.684,HIGH,HIGH,LOW,1.0,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19356,-3.882,HIGH,MODERATE,MODERATE,3.03,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19357,-7.45,LOW,HIGH,HIGH,7.19,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19358,-2.989,HIGH,HIGH,LOW,1.86,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19359,-4.718,MODERATE,HIGH,HIGH,4.24,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19360,-3.764,HIGH,HIGH,LOW,2.38,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19361,-7.916,LOW,HIGH,HIGH,8.07,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19362,-2.093,HIGH,HIGH,LOW,1.16,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19363,-3.43,HIGH,HIGH,MODERATE,2.88,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19364,-4.471,MODERATE,HIGH,HIGH,4.5,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19365,-2.548,HIGH,HIGH,LOW,1.84,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19366,-3.273,HIGH,HIGH,MODERATE,2.97,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19367,-4.682,MODERATE,HIGH,HIGH,4.03,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19368,-3.933,HIGH,MODERATE,MODERATE,2.87,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19369,-2.71,HIGH,HIGH,LOW,2.15,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19370,-5.08,MODERATE,MODERATE,HIGH,4.08,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19371,-3.859,HIGH,HIGH,MODERATE,3.25,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19372,-4.606,MODERATE,HIGH,MODERATE,3.9,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19373,-4.598,MODERATE,HIGH,HIGH,4.23,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19374,-4.04,MODERATE,HIGH,MODERATE,3.44,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19375,-4.597,MODERATE,HIGH,HIGH,4.42,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19376,-1.84,HIGH,HIGH,LOW,0.83,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19377,-2.858,HIGH,HIGH,LOW,1.95,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19378,-4.029,MODERATE,HIGH,MODERATE,3.36,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19379,-5.522,MODERATE,HIGH,HIGH,4.47,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19380,-2.872,HIGH,HIGH,LOW,2.25,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19381,-2.24,HIGH,HIGH,LOW,0.59,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19382,-4.821,MODERATE,HIGH,HIGH,4.26,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19383,-4.875,MODERATE,HIGH,HIGH,4.16,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19384,-4.048,MODERATE,HIGH,MODERATE,3.5,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19385,-5.936,MODERATE,HIGH,HIGH,5.07,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19386,-2.916,HIGH,HIGH,LOW,2.08,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19387,-4.126,MODERATE,HIGH,MODERATE,3.12,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19388,-3.469,HIGH,HIGH,LOW,2.5,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19389,-6.652,LOW,HIGH,HIGH,6.7,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19390,-3.93,HIGH,HIGH,MODERATE,3.03,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19391,-3.19,HIGH,HIGH,MODERATE,2.7,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19392,-5.297,MODERATE,HIGH,HIGH,4.2,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19393,-4.285,MODERATE,HIGH,MODERATE,3.97,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19394,-4.736,MODERATE,HIGH,HIGH,4.35,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19395,-1.737,HIGH,HIGH,LOW,1.0,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19396,-5.125,MODERATE,MODERATE,MODERATE,3.76,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19397,-5.058,MODERATE,HIGH,HIGH,4.82,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19398,-4.812,MODERATE,HIGH,HIGH,4.15,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19399,-5.147,MODERATE,MODERATE,MODERATE,3.44,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19400,-7.254,LOW,HIGH,HIGH,7.26,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19401,-3.085,HIGH,HIGH,MODERATE,2.53,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19402,-3.55,HIGH,HIGH,MODERATE,2.75,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19403,-2.648,HIGH,HIGH,LOW,2.08,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19404,-2.468,HIGH,HIGH,LOW,1.41,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19405,-4.918,MODERATE,HIGH,HIGH,4.14,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19406,-3.596,HIGH,HIGH,MODERATE,3.28,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19407,-5.494,MODERATE,HIGH,HIGH,4.47,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19408,-6.435,LOW,HIGH,HIGH,6.92,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19409,-7.667,LOW,HIGH,HIGH,7.44,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19410,-2.241,HIGH,MODERATE,LOW,0.99,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19411,-3.167,HIGH,HIGH,LOW,2.46,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19412,-3.396,HIGH,HIGH,MODERATE,2.58,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19413,-6.21,LOW,MODERATE,HIGH,5.56,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19414,-3.694,HIGH,MODERATE,MODERATE,2.6,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19415,-3.669,HIGH,MODERATE,MODERATE,2.84,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19416,-3.197,HIGH,MODERATE,LOW,1.11,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19417,-2.016,HIGH,HIGH,LOW,1.49,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19418,-13.752,LOW,HIGH,HIGH,14.64,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19419,-2.538,HIGH,HIGH,LOW,1.56,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19420,-4.71,MODERATE,HIGH,MODERATE,3.61,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19421,-6.273,LOW,HIGH,HIGH,5.16,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19422,-4.551,MODERATE,HIGH,MODERATE,3.69,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19423,-3.785,HIGH,HIGH,MODERATE,3.26,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19424,-2.345,HIGH,HIGH,LOW,0.77,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19425,-1.958,HIGH,HIGH,LOW,1.16,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19426,-6.401,LOW,HIGH,HIGH,5.42,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19427,-2.344,HIGH,HIGH,LOW,1.58,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19428,-2.825,HIGH,HIGH,LOW,1.68,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19429,-4.228,MODERATE,HIGH,MODERATE,3.86,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19430,-2.942,HIGH,HIGH,LOW,1.58,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19431,-2.597,HIGH,MODERATE,LOW,1.53,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19432,-5.518,MODERATE,HIGH,HIGH,5.02,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-19433,-5.315,MODERATE,HIGH,HIGH,6.66,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
